"","PTPN21","ATAD3A","HFE","ITGB1","FOXC1","NT5E","OSMR","OGDH","EPB41","LMNA","ARHGAP29","WWC2","PAXBP1","GNG12","ADAM9","CLASP2","POLR2B","MICALL2","VIM","QDPR","RBMX","MYO1E","PLD1","RBPMS","RASAL2","CLIP1","CTNNA1","UACA","AHNAK2","LPP","SH3D19","VHL","KIFC3","DAZAP1","PARVA","CAST","GSN","ZNF92","EGFR","ALDH3B1","ZNF589","FNDC3B","C22orf34","RPS11","KHDRBS1","NONO","RPL14","RPS6","EEF2","RPS3A","ACTN4","RAD21","S100A11","CTSA","NACA","LAMC1","S100A10","NOP56","EPAS1","RHOC","ACTN1","CD59","ANXA1","CTTN","PXN","THBS1","ITGB5","HTRA1","TNFAIP1","PLS3","ANXA4","EMP1","VAMP3","PLEC","TRAP1","NQO1","SQSTM1","USP7","LAMB1","TGFBI","DUSP3","ANXA2","CALD1","IER3","HSPG2","SRSF1","SAFB","LBR","MYOF","HDAC2","CTDSPL","PLK2","EXT1","TJP1","SDC4","WWTR1","BLMH","MVP","NNMT","ITGAV","PRSS23","CPSF6","CRIM1","S100A13","SERPINE1","AXL","GPC1","FHL2","AMOTL2","PAPSS2","MDC1","CAV1","PRPF19","GPRC5A","DOCK1","CLK2","UPP1","THOP1","DCK","CAV2","EZH2","EPHA2","MED12","MET","BCL2","RBMS1","ARHGEF17","SEMA3C","IGFBP6","VRK1","MAPT","KDELR3","BCAR3","RAB32","GULP1","CD151","F3","SLC43A1","FOSL1","CXCL1","CDC7","PPIC","NUAK1","DKK1","GABPB1","LTBP2","MYB","POLA1","RHOH","CLASRP","ATF5","ITGA2","RBMS2","SMAD3","FOSL2","DAG1","UGP2","SV2B","SNX7","BLM","ASPH","ASAP2","CYTH3","GIPC1","OGT","ARID1A","SERPINH1","NCKAP1","PPP2R3A","FAM214B","ZNF711","PRKCB","ABCC3","CAPN2","CCND1","RPL22","FSTL1","HMGB2","UBR5","LGALS3","RBM10","CORO1A","CXCR4","TFPI2","RGS16","TM4SF1","PPAT","SUGP1","TGFB1I1","RIN2","NCKAP1L","PHLDA2","LAMA5","B4GALT4","RAB11FIP5","HSPA2","AHNAK","SUGP2","PNISR","IFITM3","NUP210","EPB41L1","RRAS","RND3","SAMD4A","PHF8","PXDC1","LRRC8B","SLC35D2","YAP1","RPS12","FAM114A1","DCBLD2","MYO1C","MIR22HG","CCDC88C","SPATS2L","LAMB2","S100A6","TMBIM1","RAB31","SNX5","UBE2H","GNL3","TNS3","BAG3","PHLDA1","CLDN1","TNFRSF12A","RCL1","ZDHHC7","AVPI1","RHBDF1","SNX24","MSL2","RNF138","UPF3B","KRI1","IGF2BP2","YEATS4","EDN1","PLEKHA1","UBTD1","FKBP10","CAMKV","NARF","CCDC68","ATAD5","RPL15","TBC1D2","ALS2CL","BCAR1","SLC25A19","STRBP","NTN4","LATS2","DTNBP1","TCHP","C19orf33","ARHGAP9","KIAA1191","ERRFI1","HIBADH","PREX1","SMAP2","SLAIN1","NCEH1","VASN","TIFA","KDM2B","IER5L","SHISA4","KLHL8","SGMS2","FBXL17","PDIK1L","BCL9L","GPX8","L3HYPDH","BEND3","S100A16","SDSL","RASAL3","PUSL1","SH3RF2","BEND4","KCNJ11","KRT80","C20orf96","ZNF708"
"GSM809184",7.117923562,4.127023224,9.224377739,13.0059701,7.857906993,5.347942335,7.530133965,2.737060448,9.618121168,9.003487273,8.245385372,9.279238659,10.05017924,9.220981159,11.1809615,9.209546212,8.047414604,8.405661846,7.263658875,9.020147407,8.176661862,3.937384885,5.14285492,7.506151252,4.750899087,6.874526497,11.10079241,8.62645885,12.5714846,7.490588581,11.78008942,7.324257968,7.043237314,6.928282669,7.160021652,8.025225955,7.123303036,9.343118632,1.646767725,5.913676677,6.91660801,7.109965387,6.489217772,14.94678111,13.67892139,13.18723499,13.21081926,14.04677871,13.61303892,14.69807031,10.34889742,12.75238985,10.88107036,10.04332263,14.30966961,11.19006169,11.94953749,8.743684268,9.925736453,11.51959448,13.72681845,10.66451484,11.55660568,11.93290529,9.461061517,9.813859415,9.137439738,12.93070519,10.94120243,11.36299636,11.57184885,11.75895312,10.60318216,7.162399386,9.960951394,10.75457689,11.58235465,10.89335766,12.22350038,11.22424411,7.774194049,13.10254857,13.10233121,12.2697155,6.949815041,9.356231863,8.278252439,10.9961027,10.76796426,12.92412179,8.95165627,10.61465372,8.64312131,11.42301293,10.86797752,9.705244103,9.008578486,8.169936022,13.22864916,12.65176882,9.947660459,11.65654642,10.96780913,10.6083916,7.895915128,8.523296131,8.421692057,7.86994233,9.348920427,8.26041903,9.073976039,8.932846623,10.83914079,11.48428568,9.357496803,10.09543527,8.29614121,4.104686387,8.6116486,7.287044661,10.2373749,7.323224135,7.686574761,7.507461672,7.736257824,9.033131129,7.769122433,10.749339,7.618226907,10.9338094,7.807390345,10.25209652,8.886830258,8.640859126,7.272792123,10.90941536,9.134807993,8.169633928,6.298628809,2.692329661,9.313088457,13.20148561,10.89228173,4.714388406,10.67423995,11.7092105,10.73563133,10.33766427,9.629068052,9.260699409,9.628388305,9.485557042,6.951422274,8.058044774,9.110234813,10.39603744,10.18795204,6.896177378,10.12173165,8.472616926,7.234902673,9.989641433,7.33483729,8.531669581,11.13541879,7.420550614,11.7685892,11.00418324,8.989192381,7.348904276,7.168630002,6.410233054,8.755158316,11.1031009,9.631881857,14.20099972,10.78201288,12.66903031,11.81313624,11.96126193,9.948627565,8.656039378,9.1019993,6.989999553,9.343953172,12.69629969,11.29550493,7.899335169,10.00989578,12.90458495,7.840466381,9.540584707,9.269669984,8.939175144,8.850917535,7.566538154,12.8768559,8.25155626,12.339408,12.00090598,8.304579944,9.799205356,8.544649593,9.015724188,8.392314847,10.60473483,8.008684083,8.217756603,8.747038567,8.546092654,14.15043909,9.157249658,10.57137059,10.37750121,8.54029623,6.81541532,1.415924664,10.67246954,11.63308059,10.18649065,11.80449407,8.638660356,10.46834199,12.29850396,10.71807302,9.671421648,8.36796202,5.724459009,7.851576657,9.373648211,10.2934774,7.39418399,8.292107629,8.563671435,10.08472204,10.29137794,10.62144294,7.796617869,7.373026076,8.967475574,7.920882788,9.817308433,5.965498487,7.447782495,2.113274094,10.03502174,4.321700131,9.0258992,13.48033834,6.502789487,7.732413706,6.25956175,8.698001377,11.14762978,8.453100629,6.249586987,11.19457158,9.11593267,7.111548853,9.134193468,10.27139066,11.19004749,10.82085626,7.94499135,10.11646223,4.425411635,8.472607991,7.970031093,9.702017843,11.15116118,10.64357033,3.338445809,7.102327441,8.113247294,7.799417627,9.122574886,9.624019719,10.3013167,9.282830822,9.451064774,10.82153962,8.300968406,7.441674361,8.115025958,5.89744084,3.606276392,5.793044004,9.294549531,8.53082104,8.156498755
"GSM809185",7.313385543,7.639727064,6.499784671,12.94278022,8.820493002,5.009225778,7.23867701,3.593578465,10.2520492,9.48812312,7.288651095,8.143158182,10.39954069,9.390276241,11.92139021,8.729641135,7.419386356,7.238483082,7.155270589,9.431601859,7.74365566,6.749794358,7.473996288,7.438230464,4.142508198,6.666402975,10.9575744,8.706042849,9.09407399,8.25305278,11.33489951,8.128873852,6.590031721,7.199576162,6.977853453,8.16272968,7.401470052,8.140066436,2.764890694,3.324132291,6.194252562,8.8543021,5.873845181,14.25801609,13.7475395,13.69961041,12.67122901,13.97059845,13.88401117,14.49775643,10.7520377,12.22902847,11.392304,11.14593087,13.81470162,12.04932003,11.25823742,9.175333224,10.50594054,10.72452408,12.71184805,11.43756743,11.93302779,12.44423171,9.016369007,8.874049979,8.247400169,11.78264036,9.68895225,11.70168766,11.90781453,12.33451437,11.17254627,4.84084186,11.03443584,8.581434106,11.77707445,10.90452625,12.37765764,12.7360226,8.439584078,13.22462247,13.32127282,12.54937052,7.506497217,8.848263943,9.109801408,12.37116024,9.651091167,12.83156753,8.57358963,9.479551112,9.230048785,12.08882036,11.69779163,10.50989275,10.19105921,8.127625026,12.86173132,12.85607123,10.66803223,11.15421433,11.50194115,10.15090614,8.897359637,8.7483928,8.085241397,7.43643172,9.36204397,10.94358806,9.430803356,10.0514863,10.90621793,6.90661285,10.42679414,9.368934841,8.721178159,6.804000624,8.156729805,8.21371763,11.05185332,8.361877119,8.943295754,8.110402919,9.430921247,10.4306658,8.549659931,7.873898075,7.82121146,9.878976026,6.382453184,11.1836267,7.231625367,8.732300069,8.138281017,10.85508337,10.17452876,6.418422393,6.577335465,9.924738586,9.810168009,12.73960554,10.70687671,8.467448231,11.16302945,10.59829448,12.82117526,11.64859442,7.673087133,10.08075358,10.48745319,8.343458014,6.750038318,8.109670317,9.362945419,10.39921276,11.33804216,6.729287645,10.39495244,9.189200409,7.827477995,10.71148286,7.371460414,8.955621431,11.09617618,7.818229369,12.43027848,10.57937723,10.00198938,6.872823836,6.688607004,6.342884839,9.695907886,11.69667027,7.775856497,14.08449949,10.88854388,12.59978177,11.71649797,11.17623799,10.17590753,8.494810393,11.17939099,3.835956403,9.492088116,14.14941768,10.5038168,8.75886612,10.37171567,12.47194366,8.475512552,6.805302775,9.394803285,10.1838202,9.020383576,8.227575032,11.37225021,7.680787082,12.42810888,11.39090409,7.681433101,10.01001751,8.465619867,9.972358073,8.265159782,10.26702892,9.815067982,9.724792133,9.042983797,8.876333375,14.13323776,9.761470951,11.6477008,10.00817228,8.183746029,7.327601145,-0.82018834,10.76750749,12.40060864,10.60815593,11.88636,8.988350102,10.67197885,12.78612972,11.59372865,9.025154515,8.597113978,7.077769598,8.201523107,10.24369169,10.46389215,8.01672696,7.894234506,8.598842694,10.4961807,11.18196098,10.91276736,8.025838864,7.384149127,9.075522202,8.145885286,8.894733806,6.423710098,6.669884245,2.779344619,11.40984383,1.607107752,8.942696883,12.87022753,6.086182943,7.23368486,6.509009639,10.02468121,10.92049578,6.358933164,7.658881252,11.70818853,9.246613541,7.991532617,9.448319528,10.20091086,13.09147043,10.34820586,7.664846882,11.55873161,4.963279439,9.162910656,8.183736106,10.22748599,11.71918858,9.477433472,6.515342826,7.208727937,6.62900421,7.27818645,8.574798612,9.620664664,10.50827018,8.645831689,9.051355515,8.547621796,7.552977966,7.542763369,8.25599681,5.458001002,3.498716796,5.838575165,7.332658709,8.784522304,8.089740712
"GSM809186",8.250595455,5.497235517,8.059911692,12.84261631,8.470644234,5.281946713,8.647077375,4.521913206,9.718767284,9.599277619,7.566168231,8.68140534,9.657459586,10.1894972,11.76192889,9.330204764,6.814253036,5.722626406,5.955910005,9.29772632,8.115750645,4.217022053,6.941929098,7.053342714,0.110397991,6.753034854,10.94549505,7.307143419,10.30402384,6.6573942,12.29563837,6.109712414,5.381009553,6.0886159,6.38097926,7.924568472,7.692745208,7.806621151,6.4917194,6.244108814,6.841794532,5.669906915,2.788088257,15.23782764,13.71832095,12.84456651,13.82699628,14.3186932,14.02209208,15.2444259,10.40797088,12.16083355,11.1951181,11.58521091,14.78545196,11.58604646,11.97674096,8.29891716,11.4552892,11.95211548,12.05827624,12.78929073,12.86850389,10.80521909,9.79192279,9.544994561,8.154240916,11.84496502,10.83968093,10.43657934,12.61629221,12.21327133,11.24591155,7.641410915,10.44087436,10.29022855,12.15986188,10.21672282,11.55618989,11.31337965,9.110029354,14.14574989,13.82214656,12.86348552,8.538827186,8.037544758,8.725152522,11.53227263,9.780644255,11.83388943,9.536710941,10.53365678,10.07373054,11.26972982,11.86625235,10.41918176,10.35695149,8.370525694,13.04615799,11.62997446,10.17256752,11.44308133,11.82050808,10.88060671,6.595914462,8.513898499,7.45453537,8.365500081,9.769829415,11.16345156,8.498114411,11.79160898,11.46626004,10.73056524,9.13652671,9.388019223,8.909765605,6.791692973,8.189801337,10.08387817,9.81622817,8.333738573,8.753519633,10.61975963,8.046729503,10.55933789,7.79773998,10.17258002,10.91444493,10.2243213,7.210538878,9.250756975,8.861018338,9.262496582,7.551480642,11.55039905,10.08075225,7.390898934,5.944920508,8.517018946,7.492481333,13.06402899,10.53551743,7.55991315,10.08210512,12.10656294,10.24592462,9.752823172,9.336132727,10.81113463,9.043023181,9.478467299,7.624495008,7.92381771,8.916845631,10.86139325,11.98030955,7.890858867,9.636981625,8.444584664,9.453440413,8.988527345,6.813056456,8.432827906,10.94795247,6.846063252,10.83713197,9.23271855,10.37453962,7.540681369,8.503403996,8.290183849,9.814314569,11.92132512,7.455792425,14.78816264,11.79968596,11.23763123,10.9164438,12.85257067,10.42270395,9.937570825,9.980198141,5.746562959,8.173525739,13.44938727,10.03312287,8.397376438,8.762855716,11.87905516,8.897980041,5.175736559,8.785384787,8.38706824,9.035238993,8.320346576,13.81315889,8.13122574,12.0647138,11.53153839,6.854706344,10.02790323,8.575611852,10.40678856,8.837319495,10.42120857,9.63181603,7.592584856,9.0829862,9.985016491,14.64651315,9.731472288,10.64603392,9.678400665,8.858004314,7.855514491,4.745988607,11.10009395,12.68015115,11.99626374,11.5635519,10.14742755,10.50993529,12.27790079,10.69635295,9.736132817,7.571104897,11.53527003,7.341566857,9.401238571,9.904950821,8.650795787,7.151717795,7.841786356,9.980853606,9.755448107,10.04115124,8.652201441,7.580176395,7.046071916,9.801503377,9.610678841,6.798207377,6.482531288,5.112187176,10.25373523,4.830161501,9.947082691,13.65071857,7.451300144,8.541059047,5.700017113,8.715431475,9.931774345,9.436166421,6.88112008,11.60916719,7.985637612,2.729420948,10.08741378,10.2922503,10.86567451,11.86289031,7.638706688,10.70278133,5.935775126,7.610751729,8.521053879,11.13914138,11.02037996,9.558334608,6.020864185,8.853734347,7.02246103,8.723288236,7.772084252,10.41487441,9.25607326,9.004185066,8.134681978,9.460022101,7.858525012,8.364071166,8.66613806,6.178142548,5.228420067,2.682281808,6.612384643,7.136244715,7.655998606
"GSM809187",6.408328382,3.020546293,7.522954171,12.98562352,5.705645104,4.749825995,8.45253078,5.392143602,9.987930483,8.460996422,7.803616465,7.192423021,10.48256396,7.950863212,11.14966139,9.798509873,7.591854418,6.657211248,7.206788744,9.029561382,8.119985351,5.012601299,5.6198508,8.465561099,3.132421214,6.994888549,10.0756182,7.81271641,8.159233081,7.420499245,10.98061659,7.469111036,5.863995176,6.07696221,6.352028061,8.317758096,6.780858618,9.258577104,5.251292658,2.964146855,7.154832283,7.232265496,4.495046571,14.26616211,13.75796497,13.0655538,12.71480681,13.35873773,12.62282011,14.40041785,9.944778668,11.91113691,11.10918946,10.20891835,13.94217817,10.51699414,10.98142458,8.624134899,9.671445002,9.81199467,12.85028003,11.15484279,11.649998,11.77949161,8.879523519,8.740671937,7.44919983,10.01941142,10.35916204,10.05153388,11.53905313,10.73401266,10.22753893,5.602238317,9.495039334,10.45233598,10.54539312,10.68136317,11.65973863,10.64774532,7.872752437,12.864711,12.85068341,14.13579264,5.514180346,9.026721782,8.77984737,11.66533681,10.67206197,12.45742064,8.445595119,10.17562315,8.90421432,11.48162388,11.97041906,8.730648786,9.63465661,8.406831278,12.14930955,12.08073926,10.03279926,11.52029652,11.05154136,9.691236655,7.01675147,8.211825525,8.00784134,7.739756312,9.696514831,8.817509423,8.572744937,9.172375251,11.0023692,9.346829717,10.23845848,10.58048376,8.718378752,3.765044571,9.614559862,6.275324093,11.2631342,7.580897697,8.518122005,7.124641416,7.428035163,9.915131254,7.930177889,11.52939834,7.296755644,11.07409529,7.884215097,9.266348982,8.633847117,8.374407897,6.787647944,9.639370195,8.689030378,6.899889791,5.959277506,8.475730594,9.449686821,13.44091847,9.866112837,3.661478271,11.20669206,10.5249677,11.87218197,10.55223488,9.663043196,10.62535178,8.974142661,9.051906868,6.441793193,8.583202768,8.108973922,11.05229293,10.77012619,5.758126454,8.503862699,9.89546168,6.323725835,9.271245673,6.156407134,8.2408457,11.01399675,7.4027631,11.17213619,10.57549765,9.00011327,7.002847638,10.58573061,8.845840019,8.990300849,10.9466044,9.236516536,13.73677714,10.40560633,13.38673956,11.72948947,12.13907549,10.2494809,10.37796856,11.63789095,5.866482968,9.225900054,11.65705043,10.01615781,8.768087039,8.76917005,11.55302829,9.290368877,5.049164604,10.29758235,8.59407113,8.840377312,10.56103013,12.6064693,8.221411667,12.2144958,11.69541753,8.156128089,9.729392681,7.972975767,10.42196171,8.283342134,10.53040146,8.365714843,7.919451522,8.726453196,9.4488576,13.82915684,8.95474885,10.60099446,9.771664926,8.796601972,8.749017969,4.038673217,10.82621717,11.40449764,10.48886744,10.37714328,9.297176969,9.9090107,12.04290044,10.92496166,9.326197334,7.529884961,4.424184433,4.53345807,8.338394106,10.51738988,7.738424683,8.266432381,8.836179466,10.2294269,10.64230356,10.25186227,8.242943991,6.513597807,9.212215722,6.939118419,9.608161658,6.235953133,3.941949515,5.835447138,10.44547946,4.870480624,10.32866707,12.89011396,6.691795155,6.571770843,6.442046922,9.170114343,10.61954782,8.429014995,5.528646952,11.30896694,9.353809122,8.164070726,11.12772484,10.14340107,10.35933448,10.877357,8.059725704,10.79517032,5.634530832,8.774444791,7.463048573,10.06616186,11.75077481,10.03669152,6.834139808,7.431677277,6.000918299,6.594536607,8.078697353,9.586738852,9.241882598,8.895308378,9.006432962,10.90600517,7.4392433,8.282585754,5.400506507,5.682381431,5.279666291,1.912655613,5.740890602,9.969477182,8.415386015
"GSM809188",8.068001109,3.515062704,8.186667435,13.72510846,6.984366048,5.666138202,7.243004469,3.626362035,9.294352861,9.109928049,8.825951584,8.676474053,9.599698839,10.33909172,11.59246264,9.980360964,7.119792945,4.325234567,7.643657084,10.52806237,7.536057564,4.003275705,5.968998719,8.460970219,4.386323989,6.478103986,10.60142168,8.485677989,10.78490553,7.880502483,13.38448968,5.222112099,5.888957507,6.219784197,7.310405564,8.233556408,8.811016585,8.792665375,6.375861186,3.55588608,6.008794096,6.89339255,5.866234926,14.1580992,13.6270596,12.80697145,12.74468712,13.76521875,13.39839099,14.44855191,10.22103362,11.55090211,9.525196019,9.857866104,13.90709628,12.69038938,12.06543902,8.049784852,12.05201709,10.6039879,12.11788461,11.45245439,13.34584181,11.81444908,9.315817305,7.045335935,9.630610236,12.56031301,10.17054978,11.99184422,12.01550461,13.32114877,11.70528117,2.274765883,10.05529328,10.82315146,12.04478924,10.72690102,11.69544016,10.4330575,8.846162316,13.34211357,12.67438032,12.4967412,7.289698008,8.723107649,8.153047824,11.46822743,10.95161111,11.92145642,8.755936414,9.166841956,8.716683329,12.66242116,10.63011056,9.433686624,9.485438702,8.115445311,12.34895992,12.54949182,11.95073413,11.28525251,13.03284643,10.41825953,6.780513522,7.841565606,7.505401111,8.284880997,11.70765765,9.824119443,8.139506843,13.21868325,10.7518227,6.221371547,11.06387635,9.521088634,7.924732945,4.370469809,8.68187896,11.6488038,8.526041808,7.669790018,7.343732037,9.505748249,9.217933471,9.927448208,8.125708437,10.08766703,9.595887019,9.447904584,8.734747888,9.2239071,9.023632668,8.695293029,10.24612896,11.65531068,11.45338691,7.161276019,5.288499945,4.822856569,8.109367351,13.15138145,10.64665141,3.375706741,10.68509479,11.0529701,10.67736994,9.971984629,8.976568706,10.3823387,8.911379104,8.580009396,7.240927726,8.104630726,8.145888342,10.89788326,12.44688117,8.775359083,10.37299779,5.99882598,9.807173769,10.49733892,6.471946984,8.528133693,10.30850741,6.869951581,11.57153888,11.43569474,9.176573607,6.142970475,8.197954319,6.074840425,6.972377892,12.34829329,8.54790515,13.66554134,11.94634707,12.04613973,11.4983521,12.70201572,9.656604697,7.883256676,8.04857079,8.533221867,7.421385741,13.16158573,10.06085262,8.031619056,9.486547459,12.70559697,7.251410452,8.050310682,8.807907098,8.632998468,8.39809722,8.515340697,13.53096711,7.552693687,12.04591184,10.53430288,7.664287984,11.06608112,8.580221628,11.2715815,10.21339346,10.35932789,10.29348774,9.067372242,8.468987267,9.916086061,13.68697974,9.740309501,11.21721314,10.49783388,9.685120378,7.335070514,5.611578745,11.67433662,12.59524419,12.10332683,12.01901903,9.575041687,10.2757858,11.58900736,11.97584618,10.41194627,7.810205934,5.539062008,3.716931649,9.896058069,9.992631076,9.103765917,7.255044626,8.935193933,9.591049723,10.2309487,10.18530908,6.615460881,5.435097486,8.445425862,7.646420464,8.922711348,6.979553239,2.388324017,5.529055678,10.36820632,5.701307848,8.099052139,12.84578405,5.582944623,6.586493349,5.949189625,8.238797844,10.13150717,9.52554978,6.452684381,10.58024349,9.205353655,5.709149172,8.756726767,11.19432534,12.651389,11.97652618,8.612194345,9.997267,7.156211535,7.184359648,7.055805182,9.362300676,10.56578755,9.094904787,6.140918707,8.242199002,7.16030408,7.695034063,8.080341613,10.06455551,9.37503791,9.825295436,8.023724418,10.15550765,7.145152651,5.72573216,7.244044099,6.126823394,2.67248237,3.526157725,6.282885481,8.406484374,7.714287424
"GSM809189",7.721252339,2.343931362,8.226915964,12.81079553,7.217903429,5.43336611,7.736710395,6.036708602,9.480381666,9.746256998,8.328235545,8.214372553,9.175861134,9.253016603,11.51272861,9.620263821,7.455910757,6.395675849,6.223188711,9.550700811,7.009770405,5.846672576,6.618889954,7.510019589,4.165853265,5.415839099,10.77594273,7.620875947,10.37462873,6.902870701,12.32959903,7.371128429,5.478338951,6.660145682,6.7864134,8.051270944,6.788925792,8.146129246,5.469656794,3.920412408,6.29476593,4.730206811,4.527747222,15.04272812,13.66560906,12.91398011,13.89358595,14.51253493,13.50795565,15.1709011,9.864643338,11.98624773,12.14874794,10.47331611,14.73299254,11.418736,11.7140729,8.108977057,11.99042665,11.42388696,13.34714381,13.35347217,12.80567436,11.2376868,9.567594121,8.848088011,9.219954043,12.5819681,11.07602925,11.3309124,12.34115296,12.49026551,10.89782126,6.405623643,10.07444924,11.09981723,11.57622876,10.21814665,12.05995514,10.76826622,8.749331793,13.72576139,13.48427033,13.73220559,7.318246332,6.687259493,8.456935073,10.92917924,11.13038394,12.31183969,9.636653075,10.95451623,9.296133178,11.82357185,11.78938937,10.31698404,9.89431167,8.761139973,12.92386691,12.12481276,10.5527978,11.56630668,11.42346472,12.10764178,6.872620711,8.815756971,7.047659437,8.776099381,10.54993191,9.226493598,8.278615788,11.74953259,10.38481288,10.85597491,9.764452651,10.21684284,8.446015071,5.216712882,8.602352205,9.872162652,9.494444213,7.993776809,8.545301988,9.062335997,9.000142008,9.94385219,7.511108238,10.40084636,8.836005211,9.952547759,7.578103187,8.961840341,8.502867995,9.457903684,7.959793335,10.81623249,9.986066718,5.719234104,6.631220427,9.047549022,7.447316354,13.5033301,10.54230546,9.893137682,10.41459962,11.93896462,12.54309806,9.15204395,9.112078462,10.48520038,9.01406456,8.057086845,7.823120719,7.862474328,8.624724187,11.01056867,11.84975772,7.333882554,9.70264023,7.926852207,8.677488158,9.503965033,5.420802045,8.759609601,10.94534873,7.113385875,11.04927204,10.48499907,9.536985958,6.974873426,7.950622964,7.933727238,8.774671112,12.5319382,7.984254954,14.49385045,11.95667635,11.24924622,11.66244497,12.89619502,10.29818517,9.71409626,11.7390097,6.062403461,9.237272353,13.98630338,9.800145846,8.111826329,9.093927469,12.48285257,8.419006631,6.070338446,9.474884585,8.870935211,8.905866821,9.083927358,13.48320487,7.768323293,12.30205796,13.38309539,7.946320307,10.40568397,8.543398443,10.67160387,8.583204648,9.872088604,9.694965137,6.647123078,8.906684095,9.471564062,14.86083965,10.25810312,10.07974743,9.901824615,9.736783273,6.542524428,5.029514727,11.54751442,13.26241569,11.71542066,11.13975598,9.454168077,10.73568971,11.68535283,11.29519438,10.07024441,8.298782017,6.951278886,6.895646772,8.745766748,10.02077442,8.324585165,8.129515375,8.529147454,9.925837611,10.43918158,9.921410742,8.459992193,6.968641452,7.869099649,6.91622224,9.654347998,6.626383939,7.699450995,2.733341975,9.825781494,5.161386279,9.256508521,13.9047475,6.672487575,8.731258606,2.799681052,8.79133776,10.31723057,11.1171645,6.962632306,11.73051811,8.772643824,10.3795679,9.819877784,10.24369407,11.06034737,11.75313441,7.796473164,9.955154105,5.67122033,7.67936116,7.028509481,10.85819552,11.29633179,8.737557992,6.381486194,6.96164995,7.655262373,8.946403948,8.566673997,9.683361354,10.15006839,8.828345969,9.044123315,11.79544715,7.922914973,8.066307193,7.084650028,5.482818926,5.304059034,6.029021029,6.27901899,8.087057026,7.522943189
"GSM809190",7.422430651,3.570477504,7.777680087,13.04225804,6.901074445,4.461669338,9.36077204,5.671597677,8.390159926,8.688855939,7.978508553,7.373387208,10.18523225,9.278594417,12.38459274,9.015533251,6.380834018,7.785369419,6.324604875,9.551731137,7.674599768,5.003473162,5.426290589,7.679190828,5.199428538,6.546625492,10.51701087,7.935243445,10.88517395,7.486874431,11.46221238,6.813300213,3.221542424,6.874808029,6.621673007,6.823028342,6.959383005,8.105489516,4.858728018,4.549956819,7.816456351,4.55197121,5.589079722,15.28202345,13.66423393,13.58248897,13.52722652,14.66447173,13.80813262,15.14352472,10.26930905,12.19615948,11.28291698,10.43547025,14.89069273,11.12946978,12.14431187,8.797444295,10.51672532,11.63291252,12.26898755,11.00929118,11.22270979,13.08805942,10.08536092,10.76433089,8.828907937,12.7957915,10.35227962,9.635097383,11.90308272,11.49157204,10.36511619,7.369368765,10.49064834,10.82773012,11.2313262,10.22734759,11.70966026,10.94884683,8.163839843,14.27356543,13.62503756,13.6612381,6.72643889,8.372184243,8.50146104,10.58585827,11.56873804,12.3084602,8.846734309,12.56488494,9.175549052,11.41123874,11.60212399,9.483129326,9.227096528,8.404636219,12.9368799,12.19368644,12.28764919,11.90662645,10.06059191,11.60892195,6.997843363,8.614631451,7.28895464,8.102636613,9.128394971,10.24823477,9.038192248,9.461144826,10.36401972,12.38015447,9.63931701,10.44291862,8.265426113,4.293598554,8.040160928,7.417497281,10.63226912,7.570238251,8.440370054,7.155337386,7.719867928,10.19646074,7.777254,11.88969712,8.105922124,10.42174191,5.926565945,10.15087823,7.831195118,9.488737922,6.713216028,10.66697312,8.403381068,5.860458809,6.12674783,7.461860841,8.480550708,12.68439382,10.87093567,7.256800273,10.61064193,11.5592461,12.33357608,9.836883374,7.135243445,11.04753362,9.549868013,8.780029526,7.218457649,7.989211685,9.217879686,11.30348796,10.99855235,6.118365333,9.643476531,9.291055095,7.480494565,9.341205455,6.734135137,9.518196968,10.58069668,4.498625537,11.74688251,10.02497341,9.558538956,7.626158748,8.931440185,5.772347832,11.88446895,12.21530335,10.00557403,14.67643701,11.4390574,11.622676,11.41490083,12.06223878,10.49438361,8.675536156,12.89364225,1.773008458,8.384678431,12.63168137,10.58507896,8.348709125,8.506673738,12.08616808,7.928663452,6.548407031,10.4552409,7.770079099,9.218015598,11.97727957,12.86779591,8.054822978,11.8843621,12.24580373,6.834624002,9.96709654,8.411118166,10.3360267,7.608543887,9.461432789,8.515069803,6.824741127,9.048023611,9.423111287,15.27251534,9.764496773,11.28945353,10.2329521,9.297917718,7.652483627,5.113163722,11.31944576,10.36807424,11.56801595,11.05323423,9.601080283,10.36716136,12.13874121,10.6047163,9.769002392,7.518121217,6.264232773,7.583516075,9.453236058,10.39613915,8.016533648,8.403863325,8.357186006,10.05367749,10.61772733,10.59681218,8.649161672,8.392953614,8.450716389,6.960816332,9.6719693,7.167455279,8.737425155,5.841834779,10.05017108,4.03680749,9.586642788,13.60958046,6.481947124,6.645795311,6.895210511,9.524953799,9.418186996,10.17936549,7.138083354,11.91646209,8.478313789,9.516615816,8.443993628,9.804539082,10.98910494,11.57009477,6.68699208,9.554201075,4.830789744,6.011407525,7.33996488,8.170370265,11.22563825,9.374456369,4.94503643,6.984279452,5.941892488,6.862685705,8.457358715,10.09571348,9.253938463,8.649236055,9.751863023,12.20632057,8.102031855,7.608954835,8.170751809,5.290904289,5.021582329,6.001212932,8.244625471,9.399571882,7.107487016
