CELL_LINE_NAME,5-Fluorouracil,ABT737,AGI-5198,AGI-6780,AMG-319,AT13148,AZ6102,AZ960,AZD1208,AZD1332,AZD2014,AZD3759,AZD4547,AZD5153,AZD5363,AZD5438,AZD5582,AZD5991,AZD6482,AZD6738,AZD7762,AZD8055,AZD8186,Acetalax,Afatinib,Afuresertib,Alisertib,Alpelisib,Axitinib,BDP-00009066,BI-2536,BIBR-1532,BMS-345541,BMS-536924,BMS-754807,BPD-00008900,Bortezomib,Buparlisib,CDK9_5038,CDK9_5576,CZC24832,Camptothecin,Carmustine,Cediranib,Cisplatin,Crizotinib,Cyclophosphamide,Cytarabine,Dabrafenib,Dactinomycin,Dactolisib,Daporinad,Dasatinib,Dihydrorotenone,Dinaciclib,Docetaxel,Doramapimod,EPZ004777,EPZ5676,ERK_2440,ERK_6604,Eg5_9814,Elephantin,Entinostat,Entospletinib,Epirubicin,Erlotinib,Fludarabine,Foretinib,Fulvestrant,GDC0810,GNE-317,GSK1904529A,GSK2578215A,GSK2606414,GSK269962A,GSK343,GSK591,Gallibiscoquinazole,Gefitinib,Gemcitabine,I-BET-762,I-BRD9,IAP_5620,IGF1R_3801,IRAK4_4710,IWP-2,Ibrutinib,Ipatasertib,Irinotecan,JAK1_8709,JAK_8517,JQ1,KRAS (G12C) Inhibitor-12,KU-55933,LCL161,LGK974,LJI308,LY2109761,Lapatinib,Leflunomide,Linsitinib,Luminespib,MG-132,MIM1,MIRA-1,MK-1775,MK-2206,MK-8776,ML323,MN-64,Mirin,Mitoxantrone,NU7441,NVP-ADW742,Navitoclax,Nelarabine,Nilotinib,Niraparib,Nutlin-3a (-),OF-1,OSI-027,OTX015,Obatoclax Mesylate,Olaparib,Osimertinib,Oxaliplatin,P22077,PAK_5339,PCI-34051,PD0325901,PD173074,PF-4708671,PFI3,PLX-4720,PRIMA-1MET,PRT062607,Paclitaxel,Palbociclib,Pevonedistat,Picolinici-acid,Pictilisib,Podophyllotoxin bromide,Pyridostatin,RO-3306,RVX-208,Rapamycin,Ribociclib,Ruxolitinib,SB216763,SB505124,SCH772984,Sabutoclax,Sapitinib,Savolitinib,Selumetinib,Sepantronium bromide,Sinularin,Sorafenib,Staurosporine,TAF1_5496,Talazoparib,Tamoxifen,Taselisib,Telomerase Inhibitor IX,Temozolomide,Teniposide,Topotecan,Tozasertib,Trametinib,ULK1_4989,UMI-77,Ulixertinib,Uprosertib,VE-822,VE821,VSP34_8731,VX-11e,Venetoclax,Vinblastine,Vincristine,Vinorelbine,Vorinostat,WEHI-539,WIKI4,WZ4003,Wee1 Inhibitor,Wnt-C59,XAV939,YK-4-279,ZM447439,Zoledronate
MOLT-4,2.952354,-0.938585,4.151004,3.1284400000000003,4.647423000000001,3.068959,2.0713049999999997,4.323123000000001,4.761705999999999,4.790919000000001,3.8255790000000003,2.644237,3.207913,2.433966,1.9016810000000002,4.526073,2.44348,3.1941439999999997,,0.561688,-1.1776799999999998,,2.746433,5.835281,1.7467650000000001,0.510043,2.3321560000000003,3.4677019999999996,,1.991597,,4.683169,4.042178,2.920121,,4.493204,-5.542365,0.620965,2.143488,3.7145660000000005,4.256187000000001,-4.698154,5.50518,1.361062,0.673608,2.6043950000000002,4.675636,-2.543156,4.288652,-4.673985,-0.91355,-5.610056,3.024362,-4.461983999999999,2.247566,-0.988936,,4.606493,5.040939,3.3400540000000003,3.3069379999999997,-1.03888,4.341139,2.681165,4.455248,-3.8978010000000003,1.9879630000000001,3.032495,-0.856972,3.7573540000000003,4.262706,1.876869,3.97079,4.583119,4.926943,,2.611596,1.5644870000000002,2.568308,3.052432,-2.585897,2.7054150000000003,3.848578,4.795949,4.523877,4.805268,1.914484,4.879429,2.192682,0.023288999999999997,4.698022,3.965378,,2.8846,,4.926954,1.8654080000000002,3.453268,4.88998,3.0255389999999998,4.306519000000001,3.188262,-1.89143,-1.6043020000000001,2.6974720000000003,4.67467,-0.738104,1.941932,2.52707,2.397268,4.172319,4.608104,1.5656379999999999,,2.988895,-2.105866,5.574292,2.9247959999999997,4.876596,0.006912000000000001,0.482458,,2.515002,0.478684,2.372061,1.5544,3.486637,4.683239,2.250564,4.691992,-0.6026199999999999,3.590787,,4.927016,4.644534999999999,5.064671,4.534525,-4.691606,2.479157,-1.1826649999999999,4.920088,0.6827439999999999,-0.291377,1.464947,,4.909996,-1.1434549999999999,,4.193748,,,2.705526,-1.593274,3.853964,1.216642,3.366598,-4.737296,3.723043,2.159836,-2.933393,-0.728421,-0.597789,3.102957,2.240129,-0.156503,5.241626999999999,-0.7921729999999999,-0.15806800000000001,,1.473275,1.4552370000000001,2.736144,1.7354515000000001,2.114296,2.713396,2.3805419999999997,2.666219,2.843385,-0.028622,-5.837281,-0.554298,-5.642586,0.49074399999999996,-1.555743,3.552857,4.882269,0.618572,3.8696639999999998,4.610651,0.36140900000000004,,3.285029
MONO-MAC-6,0.32810100000000003,-0.41985100000000003,3.460953,,3.101489,2.487931,1.067172,,,,,2.065181,0.799726,,0.6558470000000001,,,,,0.363137,-5.178989,,0.29916,,0.259119,-1.016008,,2.959577,,0.7184619999999999,,3.6043519999999996,,-1.059873,,1.744347,-5.7045580000000005,-0.26909099999999997,,,,-4.079495,,0.703468,1.336861,,4.546627,1.482214,1.6192090000000001,-5.5642190000000005,-3.15406,-6.386941,0.456057,,,-5.989093,,3.50374,3.2673520000000003,,,,,,,-1.33596,1.712236,,-5.380822,1.066767,4.453427,-0.406996,3.2648349999999997,3.7828370000000002,,,,3.7639970000000003,,1.664912,,,1.327045,,,,,,0.39315700000000003,0.097309,,,,,,,2.632162,3.2790800000000004,,1.9631009999999998,,2.764836,-4.951109,-2.336051,3.7810339999999996,4.224861,-0.8376629999999999,-0.606991,-0.156075,,,,,,0.531045,1.747426,,1.676818,,4.130091999999999,,,,,3.153498,0.456804,1.321785,0.9626549999999999,,,-0.37745,3.240409,,,0.393388,,,-5.851746,1.610579,-4.004735,,-0.30177800000000005,,2.695826,,,-3.233326,,,,,1.3153270000000001,,3.3943160000000003,0.698411,,-4.197853,,-4.554658,-6.134999,,0.6912050000000001,1.842829,-1.151014,-0.7337060000000001,4.147921,,,,-1.247448,,1.5826770000000001,1.637282,1.131169,,1.9558650000000002,,1.2759559999999999,0.43532600000000005,-6.371901,,-4.633762,0.073298,1.423979,4.5585260000000005,,-0.556633,,,0.30933,,
MPP-89,6.441069000000001,2.1222119999999998,4.811821,3.234162,5.294936,2.616002,3.829797,0.940261,5.913671,1.156333,2.514696,2.591834,1.220972,2.644318,3.017834,2.999968,5.268608,4.634105,,2.369071,-0.579649,,4.398126,6.738187,2.082544,3.531796,2.12684,4.157541,,2.739573,,4.6422669999999995,3.9477330000000004,1.477637,,3.780038,-4.136641,1.5938940000000001,-1.930591,0.128577,4.890877,-1.7789650000000001,6.7427,1.527577,3.28609,3.115376,5.559862,2.3037,3.69195,-2.9092520000000004,-1.437307,-3.327863,-0.849981,2.107818,-2.5058740000000004,-1.482723,,5.321416,5.985377,3.175208,3.476903,-1.365961,3.093424,3.01359,3.052405,-0.589817,3.0119990000000003,4.908748,0.49081400000000003,4.1855685000000005,5.069623,1.113285,4.005814,4.249769000000001,3.285736,,2.520062,5.626923000000001,3.248038,4.025046,0.863842,2.1510569999999998,3.026135,5.459141000000001,0.532159,4.753556,1.962969,3.9021779999999997,4.853292,3.2765419999999996,3.8198510000000003,1.622718,,4.368848000000001,,4.4921169999999995,3.5527339999999996,5.529219,4.550148,3.055199,4.990801,3.6853949999999998,-1.887615,-0.9470129999999999,3.6609879999999997,5.378254,1.51406,4.802253,3.063872,4.005869000000001,3.8569370000000003,4.608356,1.9575169999999997,,4.322763,0.88497,6.337235,3.273397,5.143989,5.0468,3.811835,,1.8471819999999999,1.228883,5.133718,2.0978779999999997,5.234873,5.476711,3.0339110000000002,4.247058,1.8012540000000001,3.161236,,4.8941230000000004,3.200629,4.814593,2.6689439999999998,-1.038135,4.448793,0.47642700000000004,4.798776999999999,1.8507209999999998,-0.795743,3.5751480000000004,,3.686461,-0.993418,,4.614093,,,2.6071,1.081988,4.030533999999999,3.251423,5.480105,-3.7907559999999996,3.911227,3.011942,-4.2412,4.341432,4.612512000000001,3.6339690000000004,2.850244,1.24766,6.337874,1.2773780000000001,1.129329,,1.211968,3.7741559999999996,3.5138769999999995,2.333555,3.5479705,4.607543,4.700533,3.0435060000000003,2.359285,1.878004,-3.0736529999999997,-0.846508,-1.675052,2.6431720000000003,2.621381,3.63191,3.528512,2.5612470000000003,3.646184,3.356525,4.152408,,4.03465
MRK-nu-1,2.877,3.2998519999999996,3.571477,3.4465559999999997,4.070337,1.2977,1.9576200000000001,4.249946,4.737846,3.444003,-1.09544,1.789463,2.988327,2.557371,2.3948099999999997,0.8902329999999999,,-1.937186,3.150863,1.866063,0.9679469999999999,-4.334579,4.111024,-1.6699689999999998,1.605275,3.642125,2.051582,4.067271,2.3100099999999997,1.737075,-5.93162,4.357265,2.0735189999999997,3.2072279999999997,,2.580718,-5.71545,0.365406,-2.818568,-1.436015,4.495887000000001,-2.2433419999999997,5.274455000000001,3.59575,2.9777310000000003,2.924085,4.491531,0.5232359999999999,3.616907,-4.961443,-3.8579730000000003,-4.038476999999999,1.959389,-1.54364,-3.808679,-5.40195,4.104426999999999,4.631957,4.7333940000000005,2.503576,3.880246,-4.4486,2.160961,1.308821,4.488501,-0.558959,2.349257,3.163392,1.121337,2.6762945,3.970296,-1.329083,4.23475,4.451841,3.012273,-0.690808,2.181791,3.901936,0.989827,2.792826,-1.5028290000000002,3.710952,3.526449,0.746528,4.241129,4.534068,2.125923,4.49218,3.9486550000000005,2.5825139999999998,3.922593,4.3405059999999995,2.619709,2.958041,2.519914,4.1383779999999994,2.204269,3.5002940000000002,4.481482,3.5442970000000003,4.7330239999999995,4.011438,-2.215921,-1.90609,3.2241020000000002,4.055676999999999,1.673123,5.063623000000001,2.340608,3.3860080000000004,4.450772,4.070974,1.901493,1.1719629999999999,4.217501,1.754743,5.188728,2.8614040000000003,3.771412,1.7675610000000002,2.247645,-0.457172,3.7445760000000003,0.758822,4.153779,2.194324,2.7380484999999997,3.3406379999999998,2.5825270000000002,4.496069,0.128969,4.483131,2.44398,4.482468,4.259229,3.433015,4.039122,-5.602233999999999,2.019001,1.384862,4.488017,1.5822,-2.286382,2.636473,0.464053,4.488821,-5.703019,2.8613459999999997,4.441489,5.015976,,3.1295889999999997,-1.376374,3.871872,2.192414,5.076865,-5.728018,2.8362700000000003,1.215439,-3.7220129999999996,1.9899,2.558903,4.151633,2.436589,-0.8863629999999999,6.027724,0.639671,1.2649549999999998,2.264774,1.9720389999999999,2.473666,1.77872,1.51084,2.147716,3.204949,3.5954580000000003,1.6735849999999999,3.0924270000000003,2.0460990000000003,-5.79215,-4.533498000000001,-4.651145,1.8946150000000002,3.5927919999999998,3.509552,4.493753,1.825533,3.5861089999999995,4.480022,0.11401300000000002,1.5638100000000001,2.8002290000000003
MS-1,4.107637,-0.458837,3.247076,2.629945,4.568486,4.384921,2.017072,0.8667219999999999,3.6389080000000003,2.929068,2.4999990000000003,2.24106,2.846409,-1.183288,3.790224,1.613199,1.999034,1.900351,,1.758978,-0.688116,,4.032875,5.076358,1.159343,2.251516,1.053772,2.454524,,2.70844,,4.5190779999999995,2.106188,2.8439,,4.285119,-3.788865,1.285276,-3.698636,-1.407849,4.569324,-2.5614209999999997,5.096801999999999,1.7696020000000001,2.412886,3.060465,3.84524,2.6140380000000003,4.473523999999999,-4.807628,-1.1791610000000001,-6.733637,2.2244770000000003,1.0266520000000001,-4.172593,-4.917842,,3.988569,4.7488529999999995,3.112551,4.7142919999999995,-3.5772809999999997,2.106068,0.657571,2.2925020000000003,-0.645626,2.959886,5.150452,1.135054,2.9604295,4.526098999999999,2.444547,3.1900180000000002,4.564447,3.023943,,1.6951610000000001,4.569324,1.1355540000000002,2.959707,-1.255124,1.042484,3.3433080000000004,4.694834999999999,0.936066,4.577469000000001,1.304604,4.466842,3.4976629999999997,2.320169,2.8946520000000002,3.1280759999999996,,2.795111,,4.1230910000000005,3.3978660000000005,4.569324,4.456408000000001,1.959456,4.480087999999999,1.746132,-1.6870470000000002,-0.570461,3.370058,4.533024,0.123552,2.796895,3.70422,3.337011,4.4916529999999995,4.291114,0.278412,,1.09333,-0.269913,5.262471,1.498337,2.359279,3.460801,3.345322,,0.334362,1.951661,3.5298910000000006,1.771643,2.6787785,4.568199,2.0602650000000002,4.1047519999999995,1.104842,3.411377,,4.544075,3.9674970000000003,2.987924,2.030722,-4.331898000000001,3.880808,-0.497442,4.563734999999999,1.575876,-0.828749,2.627866,,3.373012,-1.6470779999999998,,3.689656,,,3.6250730000000004,-1.386873,4.6319989999999995,2.178719,5.280126,-3.3241959999999997,2.4056130000000002,1.7052990000000001,-2.057491,3.7664370000000003,3.0152919999999996,2.752297,1.603917,-1.2572,5.04675,-0.321454,0.5879850000000001,,2.41834,2.718787,2.210768,1.9978114999999999,1.8571020000000003,2.45533,3.498298,1.9995470000000002,2.138353,1.0719319999999999,-3.997415,-2.821125,-4.539354,0.355077,1.743063,4.4758510000000005,1.839109,0.9873620000000001,4.4873959999999995,4.189351,2.1983740000000003,,2.956766
MS751,6.588398,2.255962,3.8178120000000004,3.5862830000000003,5.20556,4.590147,2.083223,2.282922,5.151467,4.834532,2.984373,2.4309279999999998,2.2031549999999998,0.8388639999999999,4.2281629999999994,1.8948060000000002,1.8974369999999998,-0.577417,,3.503163,1.427317,,3.5961870000000005,5.544146,2.49853,3.190989,1.665291,4.769754,,2.379697,,4.344037999999999,3.761896,2.214236,,4.396046,-3.6459379999999997,0.369762,-3.61197,-0.908676,5.081221,-2.82282,6.297482,1.3263120000000002,3.8902349999999997,3.836357,3.60187,3.582925,5.022342,-3.3887485,-1.177416,,2.440784,0.226858,-3.493017,-4.761658000000001,,4.502915,5.471568,3.446599,4.828703,-4.203878,3.261967,4.2290209999999995,3.5781769999999997,-1.184615,2.3822520000000003,5.616244,1.473298,3.6220895,3.070528,1.784819,3.9093980000000004,4.268411,3.8845410000000005,,2.659313,4.395127,2.805818,3.010872,3.3557669999999997,3.2999110000000003,3.259616,5.042077,2.964432,5.12469,2.0778939999999997,5.162536,3.5299160000000005,1.975845,4.812437999999999,3.1722080000000004,,4.981423,,5.038906,3.2896870000000002,4.195829,4.705616,2.666388,5.216412999999999,4.082966000000001,-0.865785,-0.21615900000000002,3.2946779999999998,5.207466999999999,0.345196,4.085558,3.4562269999999997,4.273779,5.048717,4.62599,2.598775,,2.700468,3.246736,5.849575,1.937287,5.030631,5.149918,3.5358870000000002,,1.833352,2.586533,3.908521,0.35965199999999997,5.1660515,3.993117,2.4621169999999997,4.787318,1.491522,4.138365,,4.821445,5.078583999999999,6.112061,4.437358000000001,-4.1078470000000005,4.93159,2.894986,4.9365,2.465334,-1.850037,3.284617,,3.810233,-1.02805,,4.6309629999999995,,,4.1818040000000005,0.5297390000000001,4.005955,2.123682,4.519883,-3.246211,3.406281,2.708237,-2.078055,3.621524,2.42732,2.823635,3.796532,1.3604459999999998,6.293337,0.73098,0.007277,,1.6862970000000002,2.611629,3.56265,2.979768,4.586219,4.351573999999999,5.143762000000001,2.49973,3.6065410000000004,1.083468,-4.9729410000000005,-3.349705,-4.247257,1.494633,4.241041,2.429067,3.293683,1.9492029999999998,4.030476,3.351846,1.125602,,3.555108
MSTO-211H,6.165063,0.541094,4.009837,5.61244,3.504545,5.520991,5.015157,1.587539,4.783963,0.476534,0.117001,2.8799040000000002,0.9463590000000001,2.84645,4.2094949999999995,1.675986,3.2687939999999998,3.912985,,4.6555,-0.227032,,3.271634,5.408482,4.485798,3.298604,2.29075,5.250293,,2.8852580000000003,,4.096068,3.327667,1.025121,,5.233921,-3.826335,2.385561,-2.250107,-0.49388000000000004,5.92324,-3.018823,5.731612999999999,2.442743,4.051513,4.538233999999999,3.9390440000000004,-1.162554,4.8132779999999995,-3.3422105,-0.360637,-2.20161,3.672937,1.4540819999999999,-3.025975,-1.0986755,,4.918014,4.997634,2.274421,2.345924,,4.193476,0.978366,3.344731,-0.331739,2.485436,4.424701,1.588376,3.3253690000000002,5.666117,1.823187,2.984527,4.908884,4.492864,,3.7159910000000003,4.917706,2.998334,1.526706,-2.4489080000000003,5.889994000000001,3.18538,5.394018,-0.30978,5.241365,3.0072520000000003,4.2009989999999995,4.054380999999999,2.334732,4.154636,0.270204,,4.384222,,5.199248000000001,3.683526,5.935980000000001,4.942429,2.775033,5.498657,3.5876080000000004,-2.28913,-0.943573,4.5948970000000005,4.067444,3.268218,4.756716,2.483358,4.483074,3.5839220000000003,4.9863610000000005,-1.421055,,3.909821,-0.7046720000000001,5.715813,4.688632,3.390941,5.217512999999999,5.499871,,5.062029,1.144362,3.462646,1.6001049999999999,4.7330355,5.951707,1.724263,4.752739,-0.300505,0.777566,,6.011371,3.705436,6.616764,2.484279,-1.09179,3.909883,0.7410869999999999,5.898919,2.4102,0.240823,3.174144,,6.004975,-0.661048,,4.709865,,,1.942993,-1.3690639999999998,3.212084,3.7035970000000002,2.651893,-2.596859,3.292985,1.717225,-1.698662,5.030002,3.7830019999999998,2.46906,2.752565,-0.645296,6.4817,-0.333839,-0.784841,,1.027195,2.536439,2.7997259999999997,2.243456,3.9205170000000003,2.57871,5.797744000000001,1.6562569999999999,5.081493,3.206101,0.129139,-0.802407,1.416819,1.162482,4.016885,4.077172,5.721407,1.442017,4.573395,5.300851000000001,6.715764999999999,,4.219601
MV-4-11,-0.802199,-4.718703,3.144967,,1.294889,,,-1.070406,2.090964,-2.666435,-0.952591,1.338199,-0.189249,-3.6800610000000002,1.4486459999999999,-0.6603060000000001,,-5.425698000000001,,-0.430726,-5.766686,,3.536786,,-0.09880900000000001,2.518711,-3.4563800000000002,1.8982709999999998,,1.514583,,-0.49299499999999996,1.309595,-1.746217,,1.54524,-5.691756,0.545131,-5.196701,-2.133941,,-5.446414,,1.529901,-0.39265100000000003,-0.076666,3.9394120000000004,-0.535764,1.568892,-8.294532,-3.537581,,0.59119,,,-6.148919,,2.448317,1.781421,-1.496343,0.48839,-6.272864,,,,-3.9209199999999997,0.565841,,-5.674325,1.138781,3.9300589999999995,-0.845357,3.389971,2.664903,,,,,,2.047765,-5.401741,,1.3956030000000001,4.104176,-1.378025,-0.677686,0.9437399999999999,,3.045208,-1.10639,-0.973051,-0.38709899999999997,,,,2.770136,0.8122060000000001,,,1.6423459999999999,3.5494209999999997,2.554842,-5.511414,-2.510018,2.953998,2.821309,-0.9437190000000001,1.621169,-0.510946,,,1.7523509999999998,,,0.15162799999999999,,,2.351118,0.620375,-0.348026,,,,-0.017168,1.869991,-0.224623,-0.45428599999999997,1.485199,0.564861,,-2.5793470000000003,2.4629,,,1.8474540000000002,1.213964,,-5.865736,-0.74033,-3.0461080000000003,,0.233425,,1.512373,,,,,1.5821690000000002,,,-0.5907680000000001,,1.861519,0.938825,1.156319,-2.798605,,-5.463442,-5.818057,2.2130970000000003,-0.913168,1.149097,1.194986,-1.9326580000000002,4.8946190000000005,,,,-3.733456,-0.104432,1.558828,-0.10350000000000004,1.678808,,,0.78997,,-6.318803,-6.541144,,,-0.393991,3.4556940000000003,2.755992,,-0.004533,,2.652211,0.151326,,
Mewo,6.5975600000000005,4.126232,6.0590660000000005,,6.167198,6.053205,2.920239,,,,,4.075954,4.8524769999999995,,4.218533,,,,,2.763824,1.3665,,3.000628,,2.415605,4.576617,,3.693883,,3.191348,,5.944129,,4.00579,,5.918007,-4.6226,1.723243,,,,-0.30190900000000004,,2.257454,5.521185,,6.054808,4.673258000000001,5.894217,-3.144115,-1.366443,-5.078482,2.723516,,,-3.408645,,5.727602,5.88468,,,,,,,0.21990700000000002,4.580273,,1.399117,3.6529849999999997,5.130407,0.746912,5.150483,5.404523999999999,,,,3.9910330000000003,,4.771047,1.6041459999999998,,4.8120400000000005,,,,,,4.918032,4.372676,,,,,,,6.18925,5.797878,,3.902163,,6.188187999999999,0.9646819999999999,-1.2694969999999999,5.323044,5.947225,2.4801759999999997,4.420032,3.6111779999999998,,,,,,2.572823,2.730915,,3.4087449999999997,,6.3383199999999995,,,,,5.454249,2.461463,4.636241,4.926971,,,-0.835065,4.465057,,,5.737503,,,-2.773542,3.4207449999999997,2.358089,,1.854411,,4.1973400000000005,,,-0.676441,,,,,1.829767,,4.80777,3.663767,,-4.028963,,3.109012,-1.1869399999999999,,5.004765,4.528385,2.5931029999999997,0.83639,7.368205000000001,,,,-0.8497180000000001,,2.539936,3.1759535,4.155368,,3.253256,,3.0212939999999997,2.6849990000000004,-1.966321,,-2.7585830000000002,1.63501,5.4252910000000005,5.001469,,2.484553,,,3.554646,,
Mo-T,4.806030000000001,0.014367,4.3545300000000005,3.348877,3.9944889999999997,1.3981709999999998,1.754048,4.300866,5.832856,5.820313,4.7166559999999995,2.33034,2.990064,2.558316,3.475279,4.598127,1.88132,5.827167,,3.616782,2.626319,,5.009525,6.182291,1.515064,2.777348,3.2771660000000002,5.094224,,2.280442,,4.851579,5.258344,5.344167,,3.984275,-5.252585,2.370419,-0.268405,2.064133,5.3403220000000005,-2.907553,6.403258,1.749254,2.015576,2.1569439999999998,5.345054,0.646784,2.684372,-3.5267749999999998,0.156626,-3.09482,2.31213,-0.361205,0.12557000000000001,-1.307617,,3.90674,5.321988,4.400930000000001,5.749423,-0.6904560000000001,2.157912,3.160027,5.345354,-1.851889,3.4726449999999995,5.970781,1.398058,3.94121,4.918908,2.68246,5.142487,5.3394449999999996,4.923895,,2.756166,3.5683300000000004,2.444794,2.79276,-3.164671,3.685798,5.345083,5.832856,5.8313239999999995,5.3458239999999995,1.926094,3.4815419999999997,4.574433,2.371989,5.685408,5.820459,,5.62561,,5.3396300000000005,2.874734,4.947048000000001,5.345354,4.769898,4.421833,3.247125,-3.6295129999999998,-1.9379990000000002,4.615819,5.345262,2.1215990000000002,2.784358,4.452148,4.206618,5.345354,4.944441,1.7516470000000002,,3.615363,0.23299499999999998,6.033386,4.262398,5.3285480000000005,2.629322,3.578093,,3.288297,2.053682,4.573141000000001,2.976642,4.396851,4.615704,3.342021,5.314383,1.674649,4.322921,,5.098841,5.40255,3.8352809999999997,4.987959,-1.831273,3.223678,-1.073428,4.242776,1.973424,1.160101,3.8942419999999998,,5.3373349999999995,-1.637561,,4.914772,,,4.6621690000000005,0.872017,4.0865,2.516524,6.16608,-5.327839,3.9789660000000002,2.126026,-0.772104,2.8366700000000002,2.549607,3.9200769999999996,3.973146,0.47968,5.234582,0.6292260000000001,1.00301,,1.693614,4.832668,3.6087,2.773066,2.9157135,4.651338,2.818057,3.4983769999999996,2.432862,0.831476,-2.572891,1.140953,-4.730626,0.809465,1.1669450000000001,3.653721,4.426095,2.537016,4.3971160000000005,4.0674209999999995,3.060535,,3.7359169999999997
NALM-6,2.257868,-0.25168,2.9416580000000003,3.4761370000000005,1.937285,1.6763880000000002,1.621672,-0.009377,4.736288,2.6705229999999998,1.9908849999999998,1.575204,2.269946,-2.991181,0.517111,0.32448499999999997,0.551978,3.6954519999999995,,-0.41464399999999996,-2.0657669999999997,,0.118591,5.523045,1.042834,-1.116064,-2.704429,0.991915,,0.9114549999999999,,4.4244330000000005,1.947368,1.151041,,3.2882089999999997,-5.381573,-0.0033770000000000002,-5.073471,-2.350056,3.916866,-4.962984,5.328595,1.313126,0.365111,0.10494400000000001,3.669807,-3.629818,3.4554980000000004,-6.391266,-2.559847,-7.524886,-0.489407,1.503918,-4.196889,-5.52271,,3.3809970000000003,4.385203,1.51683,2.8463220000000002,-5.707392,0.825915,0.06172999999999999,1.5222120000000001,-3.790921,2.4537709999999997,-0.327271,-0.9399139999999999,3.1701604999999997,4.149413,-0.750164,2.620378,3.677545,2.137828,,1.7164840000000001,1.9461259999999998,2.0252220000000003,2.433394,-5.5940970000000005,0.192851,2.387569,4.74374,-1.520371,4.609428,1.3918469999999998,2.905983,0.910043,0.178819,2.64455,1.266765,,1.292498,,4.112026999999999,2.770842,4.316912,4.4244330000000005,2.061541,3.528053,2.791208,-4.030221,-1.275701,2.776049,1.863016,-0.852258,-0.579109,1.9228349999999998,3.124079,4.019241,3.6265089999999995,-4.032495,,1.849062,-0.8868940000000001,2.498193,1.8801740000000002,0.730021,0.7225090000000001,3.621203,,-1.155849,0.533375,2.0728169999999997,0.670138,0.719887,3.3472589999999998,0.753091,2.090457,-0.407403,1.725644,,4.420564,3.950417,1.727907,0.039606999999999996,-4.939075,0.348878,-1.170403,4.0823529999999995,-1.35864,-2.894551,1.2940180000000001,,3.049522,-2.946165,,2.900309,,,1.843479,-3.029189,3.2642849999999997,2.1017639999999997,4.012796,-5.917905,1.904052,2.077971,-4.763024,4.280442,-1.1655,2.435203,-1.7413509999999999,-0.735186,3.329849,-2.470463,-2.803126,,0.09853300000000001,0.699908,3.716628,0.9742825,-0.198051,-0.35817,0.710607,1.307012,1.950964,-0.9251389999999999,-5.824464,-6.070777,-5.730662000000001,0.754726,2.566997,3.086331,2.485651,0.270252,2.808033,3.6971849999999997,0.8422129999999999,,2.814995
NAMALWA,2.894876,3.21394,3.8624300000000003,2.554986,4.185092,2.304431,1.89095,-0.5556300000000001,3.49526,3.1874849999999997,1.6318629999999998,2.567413,1.413728,-2.433138,1.6885330000000003,1.228086,0.174181,-1.6939009999999999,,0.173163,-2.00888,,1.7294450000000001,5.710343,0.768524,0.49946599999999997,-1.130709,1.6588310000000002,,1.317782,,4.4222269999999995,1.944425,1.4060549999999998,,4.171289,-5.666658,0.248825,-4.5672120000000005,-1.5043959999999998,2.627844,-5.064652,5.622804,1.115509,-0.762847,0.500713,4.59322,-3.069028,2.07209,-5.3396989999999995,-3.04383,-7.077845,0.349046,2.3057,-4.187258,-5.998933,,3.37236,4.156452,2.6373029999999997,4.625977,-4.900074,1.284784,-0.229352,1.0004469999999999,-3.8669559999999996,2.064676,1.9910009999999998,0.610657,3.5928104999999997,4.403077,-0.266385,3.11291,4.607686,2.092321,,0.246137,1.7077259999999999,2.3091459999999997,2.845512,-5.352787999999999,-1.121896,2.181845,4.0402379999999996,-0.119244,4.625986,0.550474,1.941127,1.9744439999999999,-0.7825350000000001,3.0737919999999996,1.8635119999999998,,2.848968,,2.9395029999999998,2.794892,4.4283980000000005,4.611731,2.6539490000000003,3.2135130000000003,2.543878,-4.164358999999999,-2.020709,3.376812,4.4782269999999995,-1.233522,1.049246,1.617725,2.731257,2.869385,2.986652,-2.666717,,1.964272,2.563456,5.3048779999999995,2.604565,0.648784,4.419791,4.120601000000001,,-2.018082,0.329762,2.611119,1.024828,0.9460770000000001,4.239908,2.018011,1.6866599999999998,-0.023222,1.821555,,2.86312,2.754354,1.417546,0.20745,-5.058998,1.308815,-2.025673,3.543821,-0.267757,-2.177692,1.4886780000000002,,1.845377,-3.809628,,3.974624,,,2.74222,-2.084475,3.026496,0.817159,4.203794,-5.838026,2.199592,1.835186,-2.419133,3.277154,-1.221087,2.969127,-1.2226290000000002,-1.290084,4.804089,-2.844823,-2.0627,,2.119067,1.315246,2.776708,2.181539,0.909958,0.8979520000000001,1.485178,1.997897,1.882836,0.895415,-5.809382,-4.8170720000000005,-5.3283059999999995,0.388727,3.644757,3.453849,1.881662,0.320176,1.944288,3.2685020000000002,0.589801,,3.002293
